smiles,logp,qed,Nacceptors,Ndonners,molwt
O=C(Nc1cncc2ccccc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21,5.079500000000003,0.6597209287605735,4,2,371.05921746
O=C(Nc1cncc2ccccc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21                                                                         ,5.079500000000003,0.6597209287605735,4,2,371.05921746
O/C(Nc1cncc2ccccc12)[C@@H]1CCNc2cc(Cl)c(Cl)cc21                                                                         ,4.871300000000002,0.5727229507536462,4,3,373.074867524
OC(=O)c1ccc2ccccc1c2[C@@H]1C(Oc2ccc(F)cc2C)cc1                                                                          ,4.973320000000003,0.7933892120551154,3,1,348.116172624
CN(C)c1ccc(NC(c2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.573200000000003,0.4749502975190046,6,1,419.1512880040001
CN(C)c1ccc(N(C2ccccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.147800000000004,0.6230728422094937,6,0,419.1512880040001
CN(C)c1ccc(N(C2ccccc(Cl)c2)C(=O)Cn2ncc3ccccc32)cc1                                                                      ,4.752800000000004,0.599843093144907,5,0,418.1560390360001
CN(C)c1ccc(N(C2ccccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.147800000000004,0.6230728422094937,6,0,419.1512880040001
CN(C)c1ccc(NC(c2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.573200000000003,0.4749502975190046,6,1,419.1512880040001
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.384100000000004,0.46496202676590287,6,0,419.1512880040001
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.384100000000004,0.46496202676590287,6,0,419.1512880040001
CN(C)c1ccc(N(C2ccccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.147800000000004,0.6230728422094937,6,0,419.1512880040001
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,4.384100000000004,0.46496202676590287,6,0,419.1512880040001
