smiles,logp,qed,Nacceptors,Ndonners,molwt
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,4.384100000000004,0.46496202676590287,6,0,419.1512880040001
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.384100000000004,0.46496202676590287,6,0,419.1512880040001
CC(F)c1ccc(N(C(Nccccc2C)c2)S(=O)Cn2nnc3ccccc32)cc1                                                                      ,4.5351000000000035,0.6152548245462192,6,1,437.16855960800007
CCC(CC1CCCCC1)c1cccnc1C                                                                                                 ,4.854020000000005,0.7212293273812986,1,0,231.19869979999999
C=C(CC1CCCCC1)c1cccnc1C                                                                                                 ,4.373620000000003,0.7290945208703151,1,0,215.167399672
CCC(CC1CCCCC1)c1cccnc1Cl                                                                                                ,5.199000000000004,0.6706068158863996,1,0,251.14407738399998
OCC(CC1CCCCC1)c1cccnc1Cl                                                                                                ,3.7813000000000025,0.8287503041263528,2,1,253.12334194
OCC(CC1CCCCC1)N1cccnnc1                                                                                                 ,2.1611000000000002,0.8114036904286462,4,1,235.168462292
OCC(CC1CCCCC1)N1cccnnc1                                                                                                 ,2.1611000000000002,0.8114036904286462,4,1,235.168462292
OCC(CC1CCCCC1)N1cccnnc1                                                                                                 ,2.1611000000000002,0.8114036904286462,4,1,235.168462292
OCC(CC1CCCCC1)N1ccccnc1                                                                                                 ,2.689000000000001,0.8114881273956577,3,1,234.173213324
OCC(CC1CCCCC1)Nc1ccnnc1                                                                                                 ,2.2198,0.8212932787761356,4,2,235.168462292
OCC(CC1CCCCC1)N1cccnnc1                                                                                                 ,2.1611000000000002,0.8114036904286462,4,1,235.168462292
O=C(CC1CCCCC1)Nc1cccnc1                                                                                                 ,2.990500000000001,0.8470011524151967,3,1,218.141913196
OCC(CC1CCCCC1)N1ccccnc1                                                                                                 ,2.689000000000001,0.8114881273956577,3,1,234.173213324
OCC(CC1CCCCC1)Nc1cccnc1                                                                                                 ,2.8248000000000006,0.8231309941614752,3,2,234.173213324
O=C(CC1CCCCC1)Nc1cccnc1                                                                                                 ,2.990500000000001,0.8470011524151967,3,1,218.141913196
OCC(CC1CCCCC1)N1ccccnc1                                                                                                 ,2.689000000000001,0.8114881273956577,3,1,234.173213324
OCC(CC1CCCCC1)Nc1cccnc1                                                                                                 ,2.8248000000000006,0.8231309941614752,3,2,234.173213324
OCC(CC1CCCCC1)Nc1cccnc1                                                                                                 ,2.8248000000000006,0.8231309941614752,3,2,234.173213324
O=C(CC1CCCCC1)Nc1ccnnc1                                                                                                 ,2.3855000000000004,0.8487702186761475,4,1,219.137162164
OCC(CC1CCCCC1)Nc1cccnc1                                                                                                 ,2.8248000000000006,0.8231309941614752,3,2,234.173213324
O=C(CC1CCCCC1)Nc1cccnc1,2.990500000000001,0.8470011524151967,3,1,218.141913196
