smiles,logp,qed,Nacceptors,Ndonners,molwt
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Oc1nccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Oc1ncnc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,2.8305000000000007,0.5757608445633522,5,1,273.030504176
O=C(Oc1nccc(Cl)n1)c1cccc2[nH]ccc12                                                                                      ,2.8305000000000007,0.5757608445633522,5,1,273.030504176
OCC(Oc1nccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.3287000000000013,0.7740461504321351,4,2,288.066555336
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Oc1nccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Nc1ccnc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.4686000000000012,0.7013343117054809,4,2,271.05123962
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Oc1ncnc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,2.8305000000000007,0.5757608445633522,5,1,273.030504176
O=C(Nc1nccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.4686000000000012,0.7497210373039224,4,2,271.05123962
O=C(Nc1nccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.4686000000000012,0.7497210373039224,4,2,271.05123962
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Nc1nccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.4686000000000012,0.7497210373039224,4,2,271.05123962
O=C(Nc1cncc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.4686000000000012,0.7497210373039224,4,2,271.05123962
O=C(Oc1cccc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,4.0405000000000015,0.5644776335529493,3,1,271.04000623999997
O=C(Nc1ncnc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,2.863600000000001,0.7048311155357058,5,2,272.046488588
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12                                                                                      ,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Nc1cncc2ccccc12)N[C@H]1CCCc2ccc(Cl)c2c1                                                                             ,4.8979000000000035,0.8082382532926765,4,2,351.113839876
O=C(Nc1nccc2ccccc12)N[C@H]1CCC2cccc(Cl)cc21                                                                             ,4.753800000000004,0.8195911116159137,4,2,351.113839876
O=C(Nc1nccc2ccccc12)N[C@H]1CCCc2ccc(Cl)cc21                                                                             ,5.0873000000000035,0.6754580211676531,4,2,351.113839876
O=C(Nc1nccc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21                                                                             ,4.393000000000003,0.7534186601945831,4,1,338.0822054
O=C(Nc1nccc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21                                                                             ,4.393000000000003,0.7534186601945831,4,1,338.0822054
O=C(Nc1nccc2ccccc12)[C@@H]1CCCc2ccc(Cl)cc21                                                                             ,4.946800000000003,0.7192793137600672,3,1,336.102940844
O=C(Nc1nccc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21                                                                             ,4.393000000000003,0.7534186601945831,4,1,338.0822054
O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21,4.393000000000003,0.7534186601945831,4,1,338.0822054
