smiles,logp,qed,Nacceptors,Ndonners,molwt
O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,3.435500000000001,0.7272379499441562,4,1,272.035255208
O=C(Nc1cccc(Br)c1)c1ccc2[nH]cccc12                                                                                      ,4.134300000000001,0.7334723830136559,3,2,314.005475072
O=C(Nc1cccc(Cl)c1)c1ccn[nH]c2ccc12                                                                                      ,3.4202000000000012,0.7502211210179125,4,2,271.05123962
O=C(Nc1cccc(Br)c1)c1ccc2[nH]nccc12                                                                                      ,3.529300000000001,0.7597127004693965,4,2,315.00072404
O=C(Nc1cccc(Br)c1)c1ccc2[nH]cccc12                                                                                      ,4.134300000000001,0.7334723830136559,3,2,314.005475072
O=C(Nc1cccc(Br)c1)c1ccc2[nH]nccc12                                                                                      ,3.529300000000001,0.7597127004693965,4,2,315.00072404
O=C(Nc1cccc(Cl)c1)c1cncc2[nH]cnc12                                                                                      ,2.8636,0.7534590939640469,5,2,272.046488588
O=C(Nc1cccc(Br)c1)c1ccc2[nH]ccc2c1                                                                                      ,4.182700000000001,0.7318387697428577,3,2,314.005475072
O=C(Nc1cncc2ccccc12)N[C@H]1CScc2ccc(Cl)cn21                                                                             ,4.222600000000003,0.8304493341683215,5,2,370.06550978
O=C(Nc1cccc2cccc2c1)C[C@H]1CCOc2cc(Br)ccc21                                                                             ,5.448800000000004,0.6396042987278903,3,1,395.05209091600005
O=C(Nc1cccc2ccccc12)N[C@H]1COCc2cc(Cl)ccc21                                                                             ,4.886200000000003,0.6897662865731199,4,2,352.097855464
O=C(Nc1cccc2cccc2c1)[NH+]1CCCOc2ccc(OC)cc21                                                                             ,3.3310000000000013,0.7461214174386344,5,2,349.15466895209
O=C(Nc1cccc2ccccc12)N[C@H]1CCOc2cc(Cl)ccc21                                                                             ,5.138500000000003,0.6706362527376971,4,2,352.097855464
O=C(Nc1cncc2cccc2c1)[C@@H]1CCCc2ccc(Cl)cc21                                                                             ,4.898400000000003,0.7229297936945682,3,1,336.102940844
O=C(Cc1cccc2ccccc12)[C@@H]1CCCc2ccc(Cl)cc21                                                                             ,5.724900000000004,0.59788791010532,1,0,334.112442908
O=C(Nc1cccc2cccc2c1)[C@@H]1CCCc2ccc(Cl)cc21                                                                             ,5.503400000000004,0.6575573254835794,2,1,335.107691876
O=C(Nc1ccc2cccccc12)[C@@H]1CCCc2ccc(Cl)cc21                                                                             ,5.503400000000004,0.6575573254835794,2,1,335.107691876
O=C(Nc1cnc2cccccc21)[C@@H]1CCCc2ccc(Cl)cc21                                                                             ,4.898400000000003,0.7229297936945682,3,1,336.102940844
O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21,4.393000000000003,0.7534186601945831,4,1,338.0822054
